method,kind,field,allocation,seed,requested_budget_mm,actual_budget_mm,duplicate_budget,direction_informative,native_field_rms_mm,normalization_factor,status,displacement_rms_mm,displacement_p95_mm,displacement_max_mm,moved_fraction,case,scene,n_input,n_reference,accuracy_mm,p95_mm,completeness_mm,precision,recall,fscore,step
budget0.05__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.05,0.05,False,True,0.07162302621693954,0.6980995168865752,OK,0.05000000000000014,0.10088804871632255,0.4800467760063095,1.0,s24_confirm03,scan24,673,2055,0.25525893256231375,0.5001795814561324,0.36553885605248787,0.9970282317979198,0.9873479318734794,0.9921644703329153,
budget0.05__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.05,0.05,False,True,0.07148090328885107,0.6994875232333353,OK,0.049999999999999045,0.1026013157799263,0.48823619758380676,1.0,s24_confirm03,scan24,673,2055,0.2552774314437114,0.49741308271489043,0.3654644915639181,0.9970282317979198,0.9873479318734794,0.9921644703329153,
budget0.05__multiscale_full__uniform,budget,multiscale_full,uniform,,0.05,0.05,False,True,0.08191161058187967,0.6104140749377587,OK,0.05000000000000024,0.1010840918774992,0.4758885410016076,1.0,s24_confirm03,scan24,673,2055,0.25532848688290805,0.49967978066352675,0.3656050300307408,0.9970282317979198,0.9873479318734794,0.9921644703329153,
budget0.05__quadratic64__uniform,budget,quadratic64,uniform,,0.05,0.05,False,True,0.0845744411840949,0.5911951565977714,OK,0.049999999999999774,0.10825742103074819,0.4192769699693306,1.0,s24_confirm03,scan24,673,2055,0.2558402525828049,0.5047492984424878,0.3659794590516493,0.9970282317979198,0.9873479318734794,0.9921644703329153,
budget0.1__local_plane64__uniform,budget,local_plane64,uniform,,0.1,0.08191161058187967,False,True,0.14715330596493797,0.5566413207284424,OK,0.08191161058188061,0.1849114885796925,0.5696833112874661,1.0,s24_confirm03,scan24,673,2055,0.25326719163707173,0.49472557337001466,0.36557171112579473,0.9970282317979198,0.983941605839416,0.9904416925726837,
budget0.1__multiscale_full__alpha,budget,multiscale_full,alpha,,0.1,0.08191161058187967,False,True,0.05979114520283856,1.3699622294237466,OK,0.0819116105818796,0.16513224443543736,0.533795684555273,1.0,s24_confirm03,scan24,673,2055,0.25471414882661947,0.5243730709973349,0.3648365000974974,0.9970282317979198,0.9878345498783455,0.9924100987397523,
budget0.1__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.1,0.08191161058187967,False,True,0.07068093517651547,1.1588925695071408,OK,0.08191161058187969,0.1568090263753335,0.8260873461662638,1.0,s24_confirm03,scan24,673,2055,0.2546375312100178,0.4988106890272171,0.365115411375216,0.9970282317979198,0.9878345498783455,0.9924100987397523,
budget0.1__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.1,0.08191161058187967,False,True,0.07126011760884592,1.14947341276506,OK,0.08191161058188018,0.1698741324075777,0.7979884727503792,1.0,s24_confirm03,scan24,673,2055,0.2547404182840758,0.4985271489088015,0.36508508546706364,0.9970282317979198,0.9873479318734794,0.9921644703329153,
budget0.1__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.1,0.08191161058187967,False,True,0.07137323073671795,1.1476517139042755,OK,0.08191161058187887,0.16352061385050226,0.7924259954331505,1.0,s24_confirm03,scan24,673,2055,0.2545708908828002,0.49542786898369684,0.36498209270634324,0.9970282317979198,0.9873479318734794,0.9921644703329153,
budget0.1__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.1,0.08191161058187967,False,True,0.07162302621693954,1.1436491154922295,OK,0.08191161058187868,0.16527805117634276,0.7864280915463493,1.0,s24_confirm03,scan24,673,2055,0.2545619907554279,0.49564465824277476,0.3650498361422532,0.9970282317979198,0.9878345498783455,0.9924100987397523,
budget0.1__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.1,0.08191161058187967,False,True,0.07148090328885107,1.1459229921994492,OK,0.08191161058188041,0.16808478046706135,0.799844265769268,1.0,s24_confirm03,scan24,673,2055,0.25458916878355003,0.4976576277973967,0.3649502485396387,0.9970282317979198,0.9878345498783455,0.9924100987397523,
budget0.1__multiscale_full__uniform,budget,multiscale_full,uniform,,0.1,0.08191161058187967,False,True,0.08191161058187967,1.0,OK,0.08191161058187967,0.16559921539784123,0.7796159370180219,1.0,s24_confirm03,scan24,673,2055,0.25462382680476203,0.49457339271408174,0.36518152889681116,0.9970282317979198,0.9878345498783455,0.9924100987397523,
budget0.1__quadratic64__uniform,budget,quadratic64,uniform,,0.1,0.08191161058187967,False,True,0.0845744411840949,0.9685149489026005,OK,0.08191161058187897,0.1773507942813334,0.6868730378014988,1.0,s24_confirm03,scan24,673,2055,0.25535863275171367,0.49790768872466556,0.36578050618483865,0.9970282317979198,0.9878345498783455,0.9924100987397523,
native__apss2,native,apss2,cached,,,,,,,,OK,0.027429747936420504,0.05185325460389161,0.2399534658347758,1.0,s24_confirm03,scan24,673,2055,0.25789975105883534,0.5130438803665243,0.36666437709241456,0.9970282317979198,0.9873479318734794,0.9921644703329153,
native__identity,native,identity,cached,,,,,,,,OK,0.0,0.0,0.0,0.0,s24_confirm03,scan24,673,2055,0.2583329515669497,0.512352382547116,0.366161512606172,0.9970282317979198,0.9868613138686131,0.9919187214282356,
native__local_plane64,native,local_plane64,cached,,,,,,,,OK,0.14715330596493797,0.33219145200666006,1.0234297923516709,1.0,s24_confirm03,scan24,673,2055,0.254922882985254,0.505106471007452,0.36880830113019714,0.9970282317979198,0.9824817518248176,0.9897015442204603,
native__multiscale_consensus,native,multiscale_consensus,cached,,,,,,,,OK,0.05979114520283884,0.12053780818825918,0.38964262889189716,1.0,s24_confirm03,scan24,673,2055,0.25482915742030304,0.4969054091746839,0.36528189520405013,0.9970282317979198,0.9878345498783455,0.9924100987397523,
native__multiscale_full,native,multiscale_full,cached,,,,,,,,OK,0.08191161058187967,0.16559921539784123,0.7796159370180219,1.0,s24_confirm03,scan24,673,2055,0.25462382680476203,0.49457339271408174,0.36518152889681116,0.9970282317979198,0.9878345498783455,0.9924100987397523,
native__multiscale_matched,native,multiscale_matched,cached,,,,,,,,OK,0.059791145202839506,0.12087867230288861,0.5690784171078662,1.0,s24_confirm03,scan24,673,2055,0.25499951243293617,0.49222260902902637,0.36549700149572995,0.9970282317979198,0.9873479318734794,0.9921644703329153,
native__quadratic64,native,quadratic64,cached,,,,,,,,OK,0.0845744411840949,0.1831162177541,0.7092023087302892,1.0,s24_confirm03,scan24,673,2055,0.25536763219573244,0.4969076662527005,0.3657657908052443,0.9970282317979198,0.9878345498783455,0.9924100987397523,
native__rimls2,native,rimls2,cached,,,,,,,,OK,0.02537639003613715,0.046898302963768686,0.1983669014438289,1.0,s24_confirm03,scan24,673,2055,0.2584891104747838,0.5159426387846455,0.3669139582618495,0.9970282317979198,0.9873479318734794,0.9921644703329153,
native__v18,native,v18,cached,,,,,,,,OK,0.32064958330334264,0.8050831030314665,2.21796693541621,1.0,s24_confirm03,scan24,673,2055,0.2355810943960432,0.4276968715301592,0.33481006197070357,0.9925705794947994,0.9956204379562044,0.9940931695044328,
probe_t0.5,probe,multiscale_full,fixed_step,,,,,,,,OK,0.04095580529093876,0.08279960769889218,0.3898079685089809,1.0,s24_confirm03,scan24,673,2055,0.2557141813455482,0.5046413745120453,0.36569857775283493,0.9970282317979198,0.9873479318734794,0.9921644703329153,0.5
probe_t1,probe,multiscale_full,fixed_step,,,,,,,,OK,0.08191161058187967,0.16559921539784123,0.7796159370180219,1.0,s24_confirm03,scan24,673,2055,0.25462382680476203,0.49457339271408174,0.36518152889681116,0.9970282317979198,0.9878345498783455,0.9924100987397523,1.0
budget0.025__local_plane64__uniform,budget,local_plane64,uniform,,0.025,0.025,False,True,0.16882256581260224,0.14808446891957974,OK,0.02499999999999966,0.05161302747140459,0.10872417648139654,1.0,s24_confirm05,scan24,950,7015,0.38419868967503207,0.9906053781909483,0.625376394948113,0.9505263157894737,0.8372059871703492,0.8902745911391698,
budget0.025__multiscale_full__alpha,budget,multiscale_full,alpha,,0.025,0.025,False,True,0.05382454937713849,0.4644720724892596,OK,0.025000000000000338,0.05265557675954733,0.12559145921185125,1.0,s24_confirm05,scan24,950,7015,0.3826466836571935,0.9925618451399991,0.6197245254679354,0.9494736842105264,0.8376336421952958,0.8900540986235624,
budget0.025__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.025,0.025,False,True,0.05488102253762105,0.4555308710376606,OK,0.025000000000000078,0.05275552084067898,0.1125357831581955,1.0,s24_confirm05,scan24,950,7015,0.3826294043639748,0.9927591687486895,0.6196912700444356,0.9494736842105264,0.8376336421952958,0.8900540986235624,
budget0.025__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.025,0.025,False,True,0.05491320787506606,0.45526387853497674,OK,0.024999999999999824,0.05213948645478521,0.1256357016431152,1.0,s24_confirm05,scan24,950,7015,0.3826016775663943,0.9925400431175855,0.6197114830162347,0.9494736842105264,0.8376336421952958,0.8900540986235624,
budget0.025__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.025,0.025,False,True,0.05503601371321976,0.45424801531356096,OK,0.02499999999999997,0.052082722275066134,0.12197593182709274,1.0,s24_confirm05,scan24,950,7015,0.38267018521450585,0.9924929674998767,0.6196935201358518,0.9494736842105264,0.8376336421952958,0.8900540986235624,
budget0.025__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.025,0.025,False,True,0.05526022578268064,0.45240495575092937,OK,0.02499999999999977,0.051592124529211844,0.12368741938090289,1.0,s24_confirm05,scan24,950,7015,0.38262388782183493,0.9925502349249878,0.6197021037824979,0.9494736842105264,0.8376336421952958,0.8900540986235624,
budget0.025__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.025,0.025,False,True,0.055888881730349296,0.44731616067430224,OK,0.024999999999999464,0.052296608207487966,0.12415190346790693,1.0,s24_confirm05,scan24,950,7015,0.38272903184229895,0.9928560091508716,0.6196640110040388,0.9494736842105264,0.8376336421952958,0.8900540986235624,
budget0.025__multiscale_full__uniform,budget,multiscale_full,uniform,,0.025,0.025,False,True,0.06368686580921513,0.39254561646810765,OK,0.025000000000000338,0.05215100442266599,0.123826648961385,1.0,s24_confirm05,scan24,950,7015,0.38269818440448417,0.9926373767635717,0.6197009633350106,0.9494736842105264,0.8376336421952958,0.8900540986235624,
budget0.025__quadratic64__uniform,budget,quadratic64,uniform,,0.025,0.025,False,True,0.06515588817022223,0.38369517632368927,OK,0.024999999999999342,0.05289701573241977,0.11769479537085673,1.0,s24_confirm05,scan24,950,7015,0.3823173208978594,0.9936154064335383,0.6195152951394312,0.9505263157894737,0.8376336421952958,0.8905163280744867,
budget0.05__local_plane64__uniform,budget,local_plane64,uniform,,0.05,0.05,False,True,0.16882256581260224,0.2961689378391595,OK,0.04999999999999986,0.10322605494284429,0.21744835296279483,1.0,s24_confirm05,scan24,950,7015,0.3862213436381785,0.9870098250089387,0.6299307555587313,0.9505263157894737,0.8363506771204562,0.8897907701377078,
budget0.05__multiscale_full__alpha,budget,multiscale_full,alpha,,0.05,0.05,False,True,0.05382454937713849,0.9289441449785192,OK,0.050000000000000606,0.10531115351909778,0.2511829184237056,1.0,s24_confirm05,scan24,950,7015,0.3828884413667191,0.9909014413751577,0.6183487296435889,0.9505263157894737,0.837776193870278,0.8905968813600281,
budget0.05__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.05,0.05,False,True,0.05488102253762105,0.9110617420753212,OK,0.050000000000000246,0.10551104168138646,0.22507156631636135,1.0,s24_confirm05,scan24,950,7015,0.3827631093895431,0.9912946382337472,0.6183069843563369,0.9505263157894737,0.837776193870278,0.8905968813600281,
budget0.05__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.05,0.05,False,True,0.05491320787506606,0.9105277570699535,OK,0.050000000000000364,0.10427897290957264,0.2512714032862266,1.0,s24_confirm05,scan24,950,7015,0.38270267525112356,0.9908581602847952,0.6183250596639389,0.9505263157894737,0.8376336421952958,0.8905163280744867,
budget0.05__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.05,0.05,False,True,0.05503601371321976,0.9084960306271219,OK,0.049999999999999885,0.1041654445501352,0.24395186365415275,1.0,s24_confirm05,scan24,950,7015,0.3828542446304676,0.9907644279920244,0.6183079039463865,0.9505263157894737,0.8376336421952958,0.8905163280744867,
budget0.05__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.05,0.05,False,True,0.05526022578268064,0.9048099115018587,OK,0.05000000000000047,0.10318424905843031,0.24737483876184013,1.0,s24_confirm05,scan24,950,7015,0.382746540590483,0.9908785456279406,0.6183248355978351,0.9505263157894737,0.8376336421952958,0.8905163280744867,
budget0.05__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.05,0.05,False,True,0.055888881730349296,0.8946323213486045,OK,0.05000000000000033,0.10459321641496824,0.24830380693584278,1.0,s24_confirm05,scan24,950,7015,0.38299058650598466,0.9914878212704266,0.6182492899326875,0.9505263157894737,0.837776193870278,0.8905968813600281,
budget0.05__multiscale_full__uniform,budget,multiscale_full,uniform,,0.05,0.05,False,True,0.06368686580921513,0.7850912329362153,OK,0.050000000000000155,0.10430200884532971,0.2476532979228058,1.0,s24_confirm05,scan24,950,7015,0.38289565132047276,0.9910520161689842,0.618320917458948,0.9505263157894737,0.837776193870278,0.8905968813600281,
budget0.05__quadratic64__uniform,budget,quadratic64,uniform,,0.05,0.05,False,True,0.06515588817022223,0.7673903526473785,OK,0.05000000000000049,0.10579403146484233,0.23538959074171273,1.0,s24_confirm05,scan24,950,7015,0.38219380525157043,0.993022613020657,0.6180100118295228,0.9505263157894737,0.837776193870278,0.8905968813600281,
budget0.1__local_plane64__uniform,budget,local_plane64,uniform,,0.1,0.06368686580921513,False,True,0.16882256581260224,0.37724142802040656,OK,0.06368686580921493,0.13148287818316823,0.27697208151152825,1.0,s24_confirm05,scan24,950,7015,0.3877420995219387,0.9850533421289488,0.632566715082639,0.9505263157894737,0.8356379187455453,0.8893872320156055,
budget0.1__multiscale_full__alpha,budget,multiscale_full,alpha,,0.1,0.06368686580921513,False,True,0.05382454937713849,1.1832308221100607,OK,0.06368686580921543,0.13413874604771564,0.3199410563843339,1.0,s24_confirm05,scan24,950,7015,0.3832346600804032,0.989995269602316,0.6176495406161194,0.9505263157894737,0.8379187455452601,0.8906774218042403,
budget0.1__multiscale_full__shuffle_92401,budget,multiscale_full,shuffle,92401,0.1,0.06368686580921513,False,True,0.05488102253762105,1.160453338229215,OK,0.06368686580921534,0.13439335105905895,0.2866820528291954,1.0,s24_confirm05,scan24,950,7015,0.3830980489363877,0.9904950837187552,0.6176157055750147,0.9505263157894737,0.8379187455452601,0.8906774218042403,
budget0.1__multiscale_full__shuffle_92402,budget,multiscale_full,shuffle,92402,0.1,0.06368686580921513,False,True,0.05491320787506606,1.1597731816015953,OK,0.06368686580921501,0.13282401908829186,0.32005376285563886,1.0,s24_confirm05,scan24,950,7015,0.3830403783288416,0.9899403671982547,0.6176405978092236,0.9505263157894737,0.8380612972202424,0.8907579494101938,
budget0.1__multiscale_full__shuffle_92403,budget,multiscale_full,shuffle,92403,0.1,0.06368686580921513,False,True,0.05503601371321976,1.1571852958150823,OK,0.06368686580921495,0.13267941378043954,0.31073059208900233,1.0,s24_confirm05,scan24,950,7015,0.3831781710574653,0.9898212703477189,0.6176170795524634,0.9505263157894737,0.8380612972202424,0.8907579494101938,
budget0.1__multiscale_full__shuffle_92404,budget,multiscale_full,shuffle,92404,0.1,0.06368686580921513,False,True,0.05526022578268064,1.1524901483333339,OK,0.06368686580921536,0.13142962846818,0.31509056321602213,1.0,s24_confirm05,scan24,950,7015,0.38304943083926996,0.9899663340775415,0.6176358897231786,0.9505263157894737,0.837776193870278,0.8905968813600281,
budget0.1__multiscale_full__shuffle_92405,budget,multiscale_full,shuffle,92405,0.1,0.06368686580921513,False,True,0.055888881730349296,1.1395265719663041,OK,0.06368686580921534,0.13322428276748857,0.3162738246448193,1.0,s24_confirm05,scan24,950,7015,0.3833560507755004,0.9907407999314987,0.6175470192604688,0.9505263157894737,0.8379187455452601,0.8906774218042403,
budget0.1__multiscale_full__uniform,budget,multiscale_full,uniform,,0.1,0.06368686580921513,False,True,0.06368686580921513,1.0,OK,0.06368686580921513,0.13285336081927795,0.3154452470403726,1.0,s24_confirm05,scan24,950,7015,0.38325877731902497,0.9901867204125895,0.6176408668109324,0.9505263157894737,0.8380612972202424,0.8907579494101938,
budget0.1__quadratic64__uniform,budget,quadratic64,uniform,,0.1,0.06368686580921513,False,True,0.06515588817022223,0.9774537282467975,OK,0.06368686580921508,0.134753805706332,0.2998245055690645,1.0,s24_confirm05,scan24,950,7015,0.38234344864519204,0.9927069070811206,0.6172622518166101,0.9505263157894737,0.837776193870278,0.8905968813600281,
native__apss2,native,apss2,cached,,,,,,,,OK,0.032808775847152916,0.06666648578536374,0.22804240687314584,1.0,s24_confirm05,scan24,950,7015,0.3822870588619144,0.9953912258699837,0.6192855404229048,0.9505263157894737,0.8379187455452601,0.8906774218042403,
native__identity,native,identity,cached,,,,,,,,OK,0.0,0.0,0.0,0.0,s24_confirm05,scan24,950,7015,0.3829198911165516,0.9942289625423302,0.6211922216464622,0.9494736842105264,0.8376336421952958,0.8900540986235624,
